id,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles,molecule_smiles,protein_name
295246916,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC1(C)CCCC1(O)CN,Cc1ccc(CN)c(N2CCCC2)c1.Cl.Cl,C#CCCC[C@H](Nc1nc(NCc2ccc(C)cc2N2CCCC2)nc(NCC2(O)CCCC2(C)C)n1)C(=O)N[Dy],sEH
295246917,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC1(C)CCCC1(O)CN,Nc1ncnn2cccc12,C#CCCC[C@H](Nc1nc(NCC2(O)CCCC2(C)C)nc(Nc2ncnn3cccc23)n1)C(=O)N[Dy],BRD4
295246918,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC1(C)CCCC1(O)CN,Nc1ncnn2cccc12,C#CCCC[C@H](Nc1nc(NCC2(O)CCCC2(C)C)nc(Nc2ncnn3cccc23)n1)C(=O)N[Dy],HSA
295246919,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC1(C)CCCC1(O)CN,Nc1ncnn2cccc12,C#CCCC[C@H](Nc1nc(NCC2(O)CCCC2(C)C)nc(Nc2ncnn3cccc23)n1)C(=O)N[Dy],sEH
295246920,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,CC1(C)CCCC1(O)CN,C#CCCC[C@H](Nc1nc(NCC2(O)CCCC2(C)C)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],BRD4
295246921,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,CC1(C)CCCC1(O)CN,C#CCCC[C@H](Nc1nc(NCC2(O)CCCC2(C)C)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],HSA
295246922,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,CC1(C)CCCC1(O)CN,C#CCCC[C@H](Nc1nc(NCC2(O)CCCC2(C)C)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],sEH
295246923,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,COC(=O)c1cc(Cl)sc1N,C#CCCC[C@H](Nc1nc(Nc2sc(Cl)cc2C(=O)OC)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],BRD4
295246924,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,COC(=O)c1cc(Cl)sc1N,C#CCCC[C@H](Nc1nc(Nc2sc(Cl)cc2C(=O)OC)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],HSA
295246925,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,COC(=O)c1cc(Cl)sc1N,C#CCCC[C@H](Nc1nc(Nc2sc(Cl)cc2C(=O)OC)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],sEH
295246926,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,Cc1ccc(CN)c(N2CCCC2)c1.Cl.Cl,C#CCCC[C@H](Nc1nc(NCc2ccc(C)cc2N2CCCC2)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],BRD4
295246927,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,Cc1ccc(CN)c(N2CCCC2)c1.Cl.Cl,C#CCCC[C@H](Nc1nc(NCc2ccc(C)cc2N2CCCC2)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],HSA
295246928,C#CCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,COC(=O)c1cc(Cl)sc1N,Cc1ccc(CN)c(N2CCCC2)c1.Cl.Cl,C#CCCC[C@H](Nc1nc(NCc2ccc(C)cc2N2CCCC2)nc(Nc2sc(Cl)cc2C(=O)OC)n1)C(=O)N[Dy],sEH
